,side_effects
2266,"['hives', 'wheezing', 'difficulty', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Stop', 'using', 'Fosamax', 'call', 'doctor', 'chest', 'pain', 'new', 'worsening', 'heartburn', 'difficulty', 'pain', 'swallowing', 'pain', 'burning', 'ribs', 'back', 'severe', 'heartburn', 'burning', 'pain', 'upper', 'stomach', 'coughing', 'blood', 'new', 'unusual', 'pain', 'thigh', 'hip', 'groin', 'jaw', 'pain', 'numbness', 'swelling', 'severe', 'joint', 'bone', 'muscle', 'pain', 'signs', 'low', 'calcium', 'levels', 'muscle', 'spasms', 'contractions', 'numbness', 'tingly', 'feeling', 'around', 'mouth', 'fingers', 'toes', 'Common', 'Fosamax', 'side', 'effects', 'may', 'include', 'heartburn', 'upset', 'stomach', 'stomach', 'pain', 'nausea', 'diarrhea', 'constipation', 'headaches', 'bone', 'pain', 'muscle', 'joint', 'pain']"
2267,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Call', 'doctor', 'signs', 'much', 'calcium', 'body', 'nausea', 'vomiting', 'constipation', 'increased', 'thirst', 'urination', 'muscle', 'weakness', 'bone', 'pain', 'confusion', 'lack', 'energy', 'feeling', 'tired', 'Common', 'side', 'effects', 'calcium', 'vitamin', 'D', 'combination', 'may', 'include', 'irregular', 'heartbeat', 'weakness', 'drowsiness', 'headache', 'dry', 'mouth', 'metallic', 'taste', 'mouth', 'muscle', 'bone', 'pain']"
2268,"['hives', 'itching', 'rash', 'difficult', 'breathing', 'feeling', 'light-headed', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Denosumab', 'may', 'cause', 'serious', 'side', 'effects', 'Call', 'doctor', 'new', 'unusual', 'pain', 'thigh', 'hip', 'groin', 'severe', 'pain', 'joints', 'muscles', 'bones', 'skin', 'problems', 'dryness', 'peeling', 'redness', 'itching', 'blisters', 'bumps', 'oozing', 'crusting', 'low', 'calcium', 'level', '--', 'muscle', 'spasms', 'contractions', 'numbness', 'tingly', 'feeling', 'around', 'mouth', 'fingers', 'toes', 'Serious', 'infections', 'may', 'occur', 'treatment', 'Prolia', 'Call', 'doctor', 'right', 'away', 'signs', 'infection', 'fever', 'chills', 'night', 'sweats', 'swelling', 'pain', 'tenderness', 'warmth', 'redness', 'anywhere', 'body', 'pain', 'burning', 'urinate', 'increased', 'urgent', 'need', 'urinate', 'severe', 'stomach', 'pain', 'cough', 'wheezing', 'feeling', 'short', 'breath', 'Common', 'side', 'effects', 'denosumab', 'may', 'include', 'bladder', 'infection', 'painful', 'difficult', 'urination', 'lung', 'infection', 'cough', 'shortness', 'breath', 'headache', 'back', 'pain', 'muscle', 'pain', 'joint', 'pain', 'increased', 'blood', 'pressure', 'cold', 'symptoms', 'stuffy', 'nose', 'sneezing', 'sore', 'throat', 'high', 'cholesterol', 'pain', 'arms', 'legs']"
2269,"['hives', 'wheezing', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Stop', 'using', 'medicine', 'call', 'doctor', 'chest', 'pain', 'new', 'worsening', 'heartburn', 'difficulty', 'pain', 'swallowing', 'pain', 'burning', 'ribs', 'back', 'severe', 'heartburn', 'burning', 'pain', 'upper', 'stomach', 'coughing', 'blood', 'new', 'unusual', 'pain', 'thigh', 'hip', 'jaw', 'pain', 'numbness', 'swelling', 'severe', 'joint', 'bone', 'muscle', 'pain', 'low', 'calcium', 'levels', 'muscle', 'spasms', 'contractions', 'numbness', 'tingly', 'feeling', 'around', 'mouth', 'fingers', 'toes', 'Common', 'Boniva', 'side', 'effects', 'may', 'include', 'heartburn', 'stomach', 'pain', 'diarrhea', 'back', 'pain', 'bone', 'pain', 'muscle', 'joint', 'pain', 'pain', 'arms', 'legs', 'headache', 'fever', 'chills', 'tiredness', 'flu-like', 'symptoms']"
2270,"['chest', 'pain', 'new', 'worsening', 'heartburn', 'difficulty', 'pain', 'swallowing', 'pain', 'burning', 'ribs', 'back', 'severe', 'heartburn', 'burning', 'pain', 'upper', 'stomach', 'coughing', 'blood', 'new', 'unusual', 'pain', 'thigh', 'hip', 'jaw', 'pain', 'numbness', 'swelling', 'severe', 'joint', 'bone', 'muscle', 'pain', 'low', 'calcium', 'levels', 'muscle', 'spasms', 'contractions', 'numbness', 'tingly', 'feeling', 'around', 'mouth', 'fingers', 'toes', 'Common', 'Actonel', 'side', 'effects', 'may', 'include', 'heartburn', 'diarrhea', 'indigestion', 'stomach', 'pain', 'back', 'pain', 'joint', 'pain', 'muscle', 'pain', 'flu-like', 'symptoms']"
2271,"['chest', 'pain', 'pressure', 'shortness', 'breath', 'feeling', 'light-headed', 'sudden', 'numbness', 'weakness', 'problems', 'vision', 'speech', 'loss', 'balance', 'Tell', 'doctor', 'new', 'unusual', 'pain', 'thigh', 'hip', 'groin', 'jaw', 'pain', 'numbness', 'red', 'swollen', 'gums', 'loose', 'teeth', 'infected', 'gums', 'low', 'calcium', 'level', 'muscle', 'spasms', 'contractions', 'numbness', 'tingly', 'feeling', 'around', 'mouth', 'fingers', 'toes', 'Common', 'Evenity', 'side', 'effects', 'may', 'include', 'headache', 'joint', 'pain']"
2272,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Call', 'doctor', 'bone', 'pain', 'new', 'unusual', 'swelling', 'lumps', 'skin', 'light-headed', 'feeling', 'like', 'might', 'pass', 'may', 'occur', 'within', '4', 'hours', 'injection', 'pounding', 'heartbeats', 'fluttering', 'chest', 'using', 'injection', 'high', 'calcium', 'levels', 'confusion', 'muscle', 'weakness', 'nausea', 'vomiting', 'lack', 'energy', 'constipation', 'increased', 'thirst', 'urination', 'weight', 'loss', 'Common', 'Forteo', 'side', 'effects', 'may', 'include', 'nausea', 'joint', 'pain', 'pain', 'anywhere', 'body']"
2273,"['hives', 'wheezing', 'chest', 'tightness', 'trouble', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Call', 'doctor', 'new', 'unusual', 'pain', 'thigh', 'hip', 'jaw', 'pain', 'numbness', 'red', 'swollen', 'gums', 'loose', 'teeth', 'slow', 'healing', 'dental', 'work', 'severe', 'joint', 'bone', 'muscle', 'pain', 'kidney', 'problems', 'little', 'urination', 'swelling', 'feet', 'ankles', 'feeling', 'tired', 'low', 'red', 'blood', 'cells', 'anemia', 'pale', 'skin', 'unusual', 'tiredness', 'feeling', 'light-headed', 'short', 'breath', 'cold', 'hands', 'feet', 'low', 'calcium', 'levels', 'muscle', 'spasms', 'contractions', 'numbness', 'tingly', 'feeling', 'around', 'mouth', 'fingers', 'toes', 'Serious', 'side', 'effects', 'kidneys', 'may', 'likely', 'older', 'adults', 'Common', 'Reclast', 'side', 'effects', 'may', 'include', 'trouble', 'breathing', 'nausea', 'vomiting', 'diarrhea', 'constipation', 'bone', 'pain', 'muscle', 'joint', 'pain', 'fever', 'flu', 'symptoms', 'tiredness', 'eye', 'pain', 'swelling', 'pain', 'arms', 'legs', 'headache', 'anemia']"
2274,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Stop', 'using', 'medicine', 'call', 'doctor', 'swelling', 'tenderness', 'changes', 'breasts', 'signs', 'stroke', 'sudden', 'numbness', 'weakness', 'especially', 'one', 'side', 'body', 'slurred', 'speech', 'vision', 'problems', 'signs', 'blood', 'clot', 'lung', 'chest', 'pain', 'trouble', 'breathing', 'coughing', 'blood', 'signs', 'blood', 'clot', 'deep', 'body', 'swelling', 'warmth', 'redness', 'arm', 'leg', 'Common', 'Evista', 'side', 'effects', 'may', 'include', 'hot', 'flashes', 'leg', 'cramps', 'swelling', 'hands', 'feet', 'ankles', 'joint', 'pain', 'flu', 'symptoms', 'increased', 'sweating']"
2275,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Call', 'doctor', 'signs', 'much', 'calcium', 'body', 'nausea', 'vomiting', 'constipation', 'increased', 'thirst', 'urination', 'muscle', 'weakness', 'bone', 'pain', 'confusion', 'lack', 'energy', 'feeling', 'tired', 'Common', 'side', 'effects', 'Caltrate', '600+D', 'Soft', 'Chews', 'may', 'include', 'irregular', 'heartbeat', 'weakness', 'drowsiness', 'headache', 'dry', 'mouth', 'metallic', 'taste', 'mouth', 'muscle', 'bone', 'pain']"
2276,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Call', 'doctor', 'signs', 'much', 'calcium', 'body', 'nausea', 'vomiting', 'constipation', 'increased', 'thirst', 'urination', 'muscle', 'weakness', 'bone', 'pain', 'confusion', 'lack', 'energy', 'feeling', 'tired', 'Common', 'side', 'effects', 'Citracal', 'D', 'may', 'include', 'irregular', 'heartbeat', 'weakness', 'drowsiness', 'headache', 'dry', 'mouth', 'metallic', 'taste', 'mouth', 'muscle', 'bone', 'pain']"
2277,"['chest', 'pain', 'new', 'worsening', 'heartburn', 'difficulty', 'pain', 'swallowing', 'pain', 'burning', 'ribs', 'back', 'severe', 'heartburn', 'burning', 'pain', 'upper', 'stomach', 'coughing', 'blood', 'new', 'unusual', 'pain', 'thigh', 'hip', 'jaw', 'pain', 'numbness', 'swelling', 'severe', 'joint', 'bone', 'muscle', 'pain', 'low', 'calcium', 'levels', '--', 'muscle', 'spasms', 'contractions', 'numbness', 'tingly', 'feeling', 'around', 'mouth', 'fingers', 'toes', 'Common', 'side', 'effects', 'risedronate', 'may', 'include', 'heartburn', 'diarrhea', 'indigestion', 'stomach', 'pain', 'back', 'pain', 'joint', 'pain', 'muscle', 'pain', 'flu-like', 'symptoms']"
2278,"['WARNING/CAUTION', 'Even', 'though', 'may', 'rare', 'people', 'may', 'bad', 'sometimes', 'deadly', 'side', 'effects', 'taking', 'drug', 'Tell', 'doctor', 'get', 'medical', 'help', 'right', 'away', 'following', 'signs', 'symptoms', 'may', 'related', 'bad', 'side', 'effect', 'Signs', 'allergic', 'reaction', 'like', 'rash', 'hives', 'itching', 'red', 'swollen', 'blistered', 'peeling', 'skin', 'without', 'fever', 'wheezing', 'tightness', 'chest', 'throat', 'trouble', 'breathing', 'swallowing', 'talking', 'unusual', 'hoarseness', 'swelling', 'mouth', 'face', 'lips', 'tongue', 'throat', 'Very', 'bad', 'constipation', 'Caltrate', 'side', 'effects']"
2279,"['hives', 'difficulty', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Calcium', 'citrate', 'may', 'cause', 'serious', 'side', 'effects', 'Call', 'doctor', 'little', 'urination', 'swelling', 'rapid', 'weight', 'gain', 'high', 'levels', 'calcium', 'blood', '--', 'nausea', 'vomiting', 'constipation', 'increased', 'thirst', 'urination', 'muscle', 'weakness', 'bone', 'pain', 'confusion', 'lack', 'energy', 'feeling', 'tired', 'Common', 'side', 'effects', 'calcium', 'citrate', 'may', 'include', 'upset', 'stomach', 'constipation']"
2280,"['hives', 'wheezing', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Ibandronate', 'may', 'cause', 'serious', 'side', 'effects', 'Stop', 'using', 'ibandronate', 'call', 'doctor', 'chest', 'pain', 'new', 'worsening', 'heartburn', 'difficulty', 'pain', 'swallowing', 'pain', 'burning', 'ribs', 'back', 'severe', 'heartburn', 'burning', 'pain', 'upper', 'stomach', 'coughing', 'blood', 'new', 'unusual', 'pain', 'thigh', 'hip', 'jaw', 'pain', 'numbness', 'swelling', 'severe', 'joint', 'bone', 'muscle', 'pain', 'low', 'calcium', 'levels', '--', 'muscle', 'spasms', 'contractions', 'numbness', 'tingly', 'feeling', 'around', 'mouth', 'fingers', 'toes', 'Common', 'side', 'effects', 'ibandronate', 'may', 'include', 'heartburn', 'stomach', 'pain', 'diarrhea', 'back', 'pain', 'bone', 'pain', 'muscle', 'joint', 'pain', 'pain', 'arms', 'legs', 'headache', 'fever', 'chills', 'tiredness', 'flu-like', 'symptoms']"
2281,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Raloxifene', 'may', 'cause', 'serious', 'side', 'effects', 'Stop', 'using', 'raloxifene', 'call', 'doctor', 'swelling', 'tenderness', 'changes', 'breasts', 'signs', 'stroke', '--', 'sudden', 'numbness', 'weakness', 'especially', 'one', 'side', 'body', 'slurred', 'speech', 'vision', 'problems', 'signs', 'blood', 'clot', 'lung', '--', 'chest', 'pain', 'trouble', 'breathing', 'coughing', 'blood', 'signs', 'blood', 'clot', 'deep', 'body', '--', 'swelling', 'warmth', 'redness', 'arm', 'leg', 'Common', 'side', 'effects', 'raloxifene', 'may', 'include', 'hot', 'flashes', 'leg', 'cramps', 'swelling', 'hands', 'feet', 'ankles', 'joint', 'pain', 'flu', 'symptoms', 'increased', 'sweating']"
2282,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Call', 'doctor', 'heart', 'attack', 'symptoms', 'chest', 'pain', 'pressure', 'pain', 'spreading', 'jaw', 'shoulder', 'sweating', 'signs', 'stroke', 'sudden', 'numbness', 'weakness', 'especially', 'one', 'side', 'body', 'sudden', 'severe', 'headache', 'slurred', 'speech', 'problems', 'vision', 'balance', 'signs', 'blood', 'clot', 'sudden', 'vision', 'loss', 'stabbing', 'chest', 'pain', 'coughing', 'blood', 'pain', 'warmth', 'one', 'legs', 'swelling', 'rapid', 'weight', 'gain', 'jaundice', 'yellowing', 'skin', 'eyes', 'memory', 'problems', 'confusion', 'unusual', 'behavior', 'unusual', 'vaginal', 'bleeding', 'pelvic', 'pain', 'lump', 'breast', 'high', 'levels', 'calcium', 'blood', 'vomiting', 'constipation', 'increased', 'thirst', 'urination', 'muscle', 'weakness', 'bone', 'pain', 'lack', 'energy', 'Common', 'Premarin', 'side', 'effects', 'may', 'include', 'swelling', 'hair', 'loss', 'numbness', 'tingling', 'burning', 'pain', 'back', 'pain', 'leg', 'cramps', 'pain', 'bloating', 'gas', 'indigestion', 'nausea', 'vomiting', 'stomach', 'pain', 'dizziness', 'headache', 'breast', 'pain', 'vaginal', 'itching', 'discharge', 'changes', 'menstrual', 'periods', 'breakthrough', 'bleeding']"
2283,"['chest', 'pain', 'new', 'worsening', 'heartburn', 'difficulty', 'pain', 'swallowing', 'pain', 'burning', 'ribs', 'back', 'severe', 'heartburn', 'burning', 'pain', 'upper', 'stomach', 'coughing', 'blood', 'new', 'unusual', 'pain', 'thigh', 'hip', 'jaw', 'pain', 'numbness', 'swelling', 'severe', 'joint', 'bone', 'muscle', 'pain', 'low', 'calcium', 'levels', 'muscle', 'spasms', 'contractions', 'numbness', 'tingly', 'feeling', 'around', 'mouth', 'fingers', 'toes', 'Common', 'Atelvia', 'side', 'effects', 'may', 'include', 'heartburn', 'diarrhea', 'indigestion', 'stomach', 'pain', 'back', 'pain', 'joint', 'pain', 'muscle', 'pain', 'flu-like', 'symptoms']"
2284,"['You', 'may', 'increased', 'bone', 'pain', 'first', 'months', 'treatment', 'calcitonin', 'injection', 'This', 'sign', 'medication', ""n't"", 'working', 'properly', 'hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Calcitonin', 'injection', 'may', 'cause', 'serious', 'side', 'effects', 'Call', 'doctor', 'light-headed', 'feeling', 'like', 'might', 'pass', 'low', 'calcium', 'levels', '--', 'muscle', 'spasms', 'contractions', 'numbness', 'tingly', 'feeling', 'around', 'mouth', 'fingers', 'toes', 'Common', 'side', 'effects', 'calcitonin', 'injection', 'may', 'include', 'flushing', 'warmth', 'redness', 'tingly', 'feeling', 'nausea', 'vomiting', 'swelling', 'injection', 'given']"
2285,"['hives', 'wheezing', 'chest', 'tightness', 'trouble', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Call', 'doctor', 'new', 'unusual', 'pain', 'thigh', 'hip', 'jaw', 'pain', 'numbness', 'red', 'swollen', 'gums', 'loose', 'teeth', 'slow', 'healing', 'dental', 'work', 'severe', 'joint', 'bone', 'muscle', 'pain', 'kidney', 'problems', 'little', 'urination', 'swelling', 'feet', 'ankles', 'feeling', 'tired', 'low', 'red', 'blood', 'cells', 'anemia', 'pale', 'skin', 'unusual', 'tiredness', 'feeling', 'light-headed', 'short', 'breath', 'cold', 'hands', 'feet', 'low', 'calcium', 'levels', 'muscle', 'spasms', 'contractions', 'numbness', 'tingly', 'feeling', 'around', 'mouth', 'fingers', 'toes', 'Serious', 'side', 'effects', 'kidneys', 'may', 'likely', 'older', 'adults', 'Common', 'Zometa', 'side', 'effects', 'may', 'include', 'trouble', 'breathing', 'nausea', 'vomiting', 'diarrhea', 'constipation', 'bone', 'pain', 'muscle', 'joint', 'pain', 'fever', 'flu', 'symptoms', 'tiredness', 'eye', 'pain', 'swelling', 'pain', 'arms', 'legs', 'headache', 'anemia']"
2286,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Teriparatide', 'may', 'cause', 'serious', 'side', 'effects', 'Call', 'doctor', 'bone', 'pain', 'new', 'unusual', 'swelling', 'lumps', 'skin', 'light-headed', 'feeling', 'like', 'might', 'pass', 'may', 'occur', 'within', '4', 'hours', 'injection', 'pounding', 'heartbeats', 'fluttering', 'chest', 'using', 'injection', 'high', 'calcium', 'levels', '--', 'confusion', 'muscle', 'weakness', 'nausea', 'vomiting', 'lack', 'energy', 'constipation', 'increased', 'thirst', 'urination', 'weight', 'loss', 'Common', 'side', 'effects', 'teriparatide', 'may', 'include', 'nausea', 'joint', 'pain', 'pain', 'anywhere', 'body']"
2287,"['hives', 'wheezing', 'chest', 'tightness', 'trouble', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Zoledronic', 'acid', 'may', 'cause', 'serious', 'side', 'effects', 'Call', 'doctor', 'new', 'unusual', 'pain', 'thigh', 'hip', 'jaw', 'pain', 'numbness', 'red', 'swollen', 'gums', 'loose', 'teeth', 'slow', 'healing', 'dental', 'work', 'severe', 'joint', 'bone', 'muscle', 'pain', 'kidney', 'problems', '--', 'little', 'urination', 'swelling', 'feet', 'ankles', 'feeling', 'tired', 'low', 'red', 'blood', 'cells', 'anemia', '--', 'pale', 'skin', 'unusual', 'tiredness', 'feeling', 'light-headed', 'short', 'breath', 'cold', 'hands', 'feet', 'low', 'calcium', 'levels', '--', 'muscle', 'spasms', 'contractions', 'numbness', 'tingly', 'feeling', 'around', 'mouth', 'fingers', 'toes', 'Serious', 'side', 'effects', 'kidneys', 'may', 'likely', 'older', 'adults', 'Common', 'side', 'effects', 'zoledronic', 'acid', 'may', 'include', 'trouble', 'breathing', 'nausea', 'vomiting', 'diarrhea', 'constipation', 'bone', 'pain', 'muscle', 'joint', 'pain', 'fever', 'flu', 'symptoms', 'tiredness', 'eye', 'pain', 'swelling', 'pain', 'arms', 'legs', 'headache', 'anemia']"
2288,"['hives', 'difficulty', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Alendronate', 'cholecalciferol', 'may', 'cause', 'serious', 'side', 'effects', 'Stop', 'using', 'alendronate', 'cholecalciferol', 'call', 'doctor', 'chest', 'pain', 'new', 'worsening', 'heartburn', 'difficulty', 'pain', 'swallowing', 'pain', 'burning', 'ribs', 'back', 'new', 'worsening', 'heartburn', 'severe', 'joint', 'bone', 'muscle', 'pain', 'new', 'unusual', 'pain', 'thigh', 'hip', 'jaw', 'pain', 'numbness', 'swelling', 'Common', 'side', 'effects', 'alendronate', 'cholecalciferol', 'may', 'include', 'mild', 'heartburn', 'stomach', 'upset', 'diarrhea', 'gas', 'constipation', 'mild', 'joint', 'back', 'pain', 'headache']"
2289,"['hives', 'difficulty', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Stop', 'using', 'Fosamax', 'Plus', 'D', 'call', 'doctor', 'chest', 'pain', 'new', 'worsening', 'heartburn', 'difficulty', 'pain', 'swallowing', 'pain', 'burning', 'ribs', 'back', 'new', 'worsening', 'heartburn', 'severe', 'joint', 'bone', 'muscle', 'pain', 'new', 'unusual', 'pain', 'thigh', 'hip', 'jaw', 'pain', 'numbness', 'swelling', 'Common', 'Fosamax', 'Plus', 'D', 'side', 'effects', 'may', 'include', 'mild', 'heartburn', 'stomach', 'upset', 'diarrhea', 'gas', 'constipation', 'mild', 'joint', 'back', 'pain', 'headache']"
2290,"['hives', 'wheezing', 'difficulty', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Stop', 'using', 'Binosto', 'call', 'doctor', 'chest', 'pain', 'new', 'worsening', 'heartburn', 'difficulty', 'pain', 'swallowing', 'pain', 'burning', 'ribs', 'back', 'severe', 'heartburn', 'burning', 'pain', 'upper', 'stomach', 'coughing', 'blood', 'new', 'unusual', 'pain', 'thigh', 'hip', 'jaw', 'pain', 'numbness', 'swelling', 'severe', 'joint', 'bone', 'muscle', 'pain', 'low', 'calcium', 'levels', 'muscle', 'spasms', 'contractions', 'numbness', 'tingly', 'feeling', 'around', 'mouth', 'fingers', 'toes', 'Common', 'Binosto', 'side', 'effects', 'may', 'include', 'heartburn', 'upset', 'stomach', 'stomach', 'pain', 'nausea', 'diarrhea', 'constipation', 'bone', 'pain', 'muscle', 'joint', 'pain']"
